Locus_tag	Replicon	Start	End	Type	Strand
SM2011_c00579	Chromosome	1248121	1249080	gene	-
SM2011_c00580	Chromosome	1249080	1250108	gene	-
SM2011_c00581	Chromosome	1250118	1251181	gene	-
SM2011_c06364	Chromosome	1250683	1250720	gene	+
SM2011_c00582	Chromosome	1251183	1253605	gene	-
SM2011_c06365	Chromosome	1253255	1253311	gene	+
SM2011_c00583	Chromosome	1253605	1254687	gene	-
SM2011_c00584	Chromosome	1254684	1256011	gene	-
SM2011_c00585	Chromosome	1256074	1257663	gene	+
SM2011_c00586	Chromosome	1257683	1258182	gene	+
SM2011_c06366	Chromosome	1258274	1258480	gene	+
SM2011_c05005	Chromosome	1258359	1259351	gene	+
SM2011_c00588	Chromosome	1259401	1260414	gene	-
SM2011_c00589	Chromosome	1260442	1261356	gene	+
SM2011_c07044	Chromosome	1260450	1260507	gene	-
SM2011_c06367	Chromosome	1261132	1261194	gene	-
SM2011_c00590	Chromosome	1261298	1263265	gene	-
SM2011_c00591	Chromosome	1263443	1263857	gene	+
SM2011_c00592	Chromosome	1264005	1266747	gene	+
SM2011_c06368	Chromosome	1265260	1265311	gene	-
SM2011_c00593	Chromosome	1266688	1267221	gene	-
SM2011_c00594	Chromosome	1267314	1268078	gene	+
SM2011_c00595	Chromosome	1268099	1268652	gene	+
SM2011_c00596	Chromosome	1268603	1269106	gene	-
SM2011_c00597	Chromosome	1269103	1269681	gene	-
SM2011_c00598	Chromosome	1269712	1270627	gene	+
SM2011_c07045	Chromosome	1270593	1270685	gene	-
SM2011_c00599	Chromosome	1270694	1271227	gene	-
SM2011_c00600	Chromosome	1271232	1271492	gene	-
SM2011_c00601	Chromosome	1271489	1272213	gene	-
SM2011_c06369	Chromosome	1272215	1272258	gene	-
SM2011_c06370	Chromosome	1272244	1272417	gene	+
SM2011_c00602	Chromosome	1272311	1274335	gene	-
SM2011_c06371	Chromosome	1273640	1273779	gene	+
SM2011_c00603	Chromosome	1274332	1275158	gene	-
SM2011_c06372	Chromosome	1275218	1275275	gene	+
SM2011_c00604	Chromosome	1275378	1276154	gene	+
SM2011_c06373	Chromosome	1275970	1276053	gene	-
SM2011_c07046	Chromosome	1276186	1276298	gene	+
SM2011_c00605	Chromosome	1276343	1276951	gene	-
SM2011_c06374	Chromosome	1276712	1276775	gene	+
SM2011_c00606	Chromosome	1276948	1277706	gene	-
SM2011_c00607	Chromosome	1277760	1278222	gene	-
SM2011_c00608	Chromosome	1278255	1279188	gene	-
SM2011_c00609	Chromosome	1279210	1281488	gene	+
SM2011_c06375	Chromosome	1280453	1280563	gene	-
SM2011_c06376	Chromosome	1281289	1281345	gene	-
SM2011_c00610	Chromosome	1281519	1282129	gene	+
SM2011_c00611	Chromosome	1282156	1284776	gene	+
SM2011_c00612	Chromosome	1284847	1285590	gene	+
SM2011_c00613	Chromosome	1285623	1286207	gene	+
SM2011_c00614	Chromosome	1286035	1286879	gene	-
SM2011_c00615	Chromosome	1286876	1287974	gene	-
SM2011_c06377	Chromosome	1286897	1286941	gene	+
SM2011_c00616	Chromosome	1288144	1289307	gene	+
SM2011_c00617	Chromosome	1289363	1290080	gene	+
SM2011_c00618	Chromosome	1290082	1292327	gene	+
SM2011_c00619	Chromosome	1292339	1293862	gene	+
SM2011_c06378	Chromosome	1293938	1293996	gene	+
SM2011_c00620	Chromosome	1293999	1295357	gene	-
SM2011_c00621	Chromosome	1295428	1296535	gene	-
SM2011_c06379	Chromosome	1296089	1296197	gene	+
SM2011_c00622	Chromosome	1296537	1297914	gene	-
SM2011_c07047	Chromosome	1296537	1296590	gene	+
SM2011_c01754	Chromosome	1297958	1299428	gene	-
SM2011_c01755	Chromosome	1299609	1300895	gene	-
SM2011_c06380	Chromosome	1300897	1300920	gene	-
SM2011_c01756	Chromosome	1301080	1302986	gene	+
SM2011_c01757	Chromosome	1303089	1303804	gene	+
SM2011_c01758	Chromosome	1303827	1305465	gene	-
SM2011_c01759	Chromosome	1305546	1305902	gene	-
SM2011_c01760	Chromosome	1305935	1307222	gene	-
SM2011_c01761	Chromosome	1307367	1309693	gene	+
SM2011_c01762	Chromosome	1309695	1310137	gene	+
SM2011_c01763	Chromosome	1310217	1311264	gene	-
SM2011_c06383	Chromosome	1310287	1310346	gene	+
SM2011_c01764	Chromosome	1311268	1312082	gene	-
SM2011_c01765	Chromosome	1312143	1312630	gene	-
SM2011_c01766	Chromosome	1312690	1313740	gene	-
SM2011_c01767	Chromosome	1313883	1314400	gene	+
SM2011_c01768	Chromosome	1314402	1315028	gene	+
SM2011_c01769	Chromosome	1315116	1316755	gene	+
SM2011_c06384	Chromosome	1316161	1316279	gene	-
SM2011_c01770	Chromosome	1316881	1318200	gene	+
SM2011_c01771	Chromosome	1318213	1318686	gene	+
SM2011_c01772	Chromosome	1318704	1319909	gene	+
SM2011_c01773	Chromosome	1319910	1320598	gene	+
SM2011_c01774	Chromosome	1320555	1321172	gene	-
SM2011_c01775	Chromosome	1321381	1321920	gene	-
SM2011_c01776	Chromosome	1321957	1322522	gene	-
SM2011_c01777	Chromosome	1322666	1323172	gene	+
SM2011_c01778	Chromosome	1323169	1323651	gene	+
SM2011_c06386	Chromosome	1323458	1323528	gene	-
SM2011_c01779	Chromosome	1323658	1324884	gene	+
SM2011_c01780	Chromosome	1324985	1327275	gene	+
SM2011_c01781	Chromosome	1327198	1327850	gene	-
SM2011_c01782	Chromosome	1327873	1328473	gene	+
SM2011_c01783	Chromosome	1328556	1329136	gene	+
SM2011_c06387	Chromosome	1329138	1329167	gene	+
SM2011_c01784	Chromosome	1329169	1330344	gene	+
SM2011_c01785	Chromosome	1330363	1331390	gene	+
SM2011_c01786	Chromosome	1331395	1331826	gene	+
SM2011_c01787	Chromosome	1331828	1332583	gene	+
SM2011_c01788	Chromosome	1332452	1332738	gene	-
SM2011_c02182	Chromosome	1332900	1332976	gene	+
SM2011_c07049	Chromosome	1333311	1333346	gene	+
SM2011_c06389	Chromosome	1333524	1333850	gene	+
SM2011_c06390	Chromosome	1334136	1334189	gene	-
SM2011_c01789	Chromosome	1334338	1334630	gene	+
SM2011_c01902	Chromosome	1334812	1335152	gene	-
SM2011_c06391	Chromosome	1335169	1335263	gene	+
SM2011_c01790	Chromosome	1335437	1336681	gene	-
SM2011_c01791	Chromosome	1336678	1337922	gene	-
SM2011_c01792	Chromosome	1337919	1339506	gene	-
SM2011_c06392	Chromosome	1338013	1338049	gene	+
SM2011_c01793	Chromosome	1339508	1340709	gene	-
SM2011_c01794	Chromosome	1340715	1341322	gene	-
SM2011_c01795	Chromosome	1341474	1343638	gene	+
SM2011_c01796	Chromosome	1343641	1344915	gene	-
SM2011_c01797	Chromosome	1345058	1345826	gene	+
SM2011_c01798	Chromosome	1345830	1346570	gene	-
SM2011_c01799	Chromosome	1346582	1346777	gene	-
SM2011_c01800	Chromosome	1346902	1348137	gene	+
SM2011_c01801	Chromosome	1348084	1349076	gene	-
SM2011_c01802	Chromosome	1349170	1350144	gene	-
SM2011_c01803	Chromosome	1350231	1350748	gene	-
SM2011_c01804	Chromosome	1350751	1351320	gene	-
SM2011_c01805	Chromosome	1351434	1351894	gene	-
SM2011_c01806	Chromosome	1352012	1352855	gene	+
SM2011_c01807	Chromosome	1352944	1353780	gene	-
SM2011_c01808	Chromosome	1353944	1354400	gene	+
SM2011_c01809	Chromosome	1354428	1355708	gene	+
SM2011_c01810	Chromosome	1355727	1356329	gene	+
SM2011_c07050	Chromosome	1357706	1357825	gene	-
SM2011_c01812	Chromosome	1357855	1359102	gene	-
SM2011_c01813	Chromosome	1359258	1360131	gene	+
SM2011_c06396	Chromosome	1359343	1359384	gene	-
SM2011_c04448	Chromosome	1360240	1361805	gene	+
SM2011_c06397	Chromosome	1361920	1362019	gene	+
SM2011_c01903	Chromosome	1362021	1362796	gene	+
SM2011_c06398	Chromosome	1362030	1362067	gene	-
SM2011_c01904	Chromosome	1362798	1364363	gene	+
SM2011_c06399	Chromosome	1363179	1363225	gene	-
SM2011_c06400	Chromosome	1364529	1364678	gene	+
SM2011_c01905	Chromosome	1364680	1367265	gene	+
SM2011_c06401	Chromosome	1366293	1366353	gene	-
SM2011_c06403	Chromosome	1367277	1367316	gene	+
SM2011_c01906	Chromosome	1367318	1367786	gene	+
SM2011_c01907	Chromosome	1367871	1370087	gene	+
SM2011_c01908	Chromosome	1370159	1370788	gene	-
SM2011_c06404	Chromosome	1370162	1370183	gene	+
SM2011_c01909	Chromosome	1371002	1372294	gene	+
SM2011_c01910	Chromosome	1372294	1375755	gene	+
SM2011_c01911	Chromosome	1375786	1376623	gene	+
SM2011_c01938	Chromosome	1377217	1377292	gene	-
SM2011_c01936	Chromosome	1377736	1377812	gene	+
SM2011_c01937	Chromosome	1377882	1377958	gene	+
SM2011_c01912	Chromosome	1378182	1378626	gene	+
SM2011_c01913	Chromosome	1378617	1379195	gene	+
SM2011_c01914	Chromosome	1379213	1379818	gene	+
SM2011_c01915	Chromosome	1379875	1381065	gene	+
SM2011_c01916	Chromosome	1381065	1381331	gene	+
SM2011_c01917	Chromosome	1381333	1382163	gene	+
SM2011_c01918	Chromosome	1382178	1383482	gene	+
SM2011_c01919	Chromosome	1383489	1384229	gene	+
SM2011_c01920	Chromosome	1384231	1386415	gene	+
SM2011_c06409	Chromosome	1385018	1385080	gene	-
SM2011_c01921	Chromosome	1386436	1387479	gene	+
SM2011_c01922	Chromosome	1387541	1388092	gene	+
SM2011_c01923	Chromosome	1388094	1388801	gene	+
SM2011_c01924	Chromosome	1388831	1389139	gene	+
SM2011_c01925	Chromosome	1389147	1391141	gene	+
SM2011_c01926	Chromosome	1391141	1392652	gene	+
SM2011_c01927	Chromosome	1392672	1394114	gene	+
SM2011_c06410	Chromosome	1393114	1393178	gene	-
SM2011_c01928	Chromosome	1394111	1394878	gene	+
SM2011_c01929	Chromosome	1394879	1396573	gene	+
SM2011_c01930	Chromosome	1396632	1397036	gene	+
SM2011_c01931	Chromosome	1397059	1397445	gene	+
SM2011_c07051	Chromosome	1397101	1397172	gene	-
SM2011_c01932	Chromosome	1397436	1397897	gene	-
SM2011_c01933	Chromosome	1397891	1398129	gene	-
SM2011_c06412	Chromosome	1398278	1398427	gene	-
SM2011_c01934	Chromosome	1398656	1400145	gene	+
SM2011_c06413	Chromosome	1399087	1399189	gene	-
SM2011_c01935	Chromosome	1400163	1401476	gene	+
SM2011_c01376	Chromosome	1401494	1402190	gene	+
SM2011_c01375	Chromosome	1402391	1406390	gene	+
SM2011_c01374	Chromosome	1406217	1407717	gene	-
SM2011_c06414	Chromosome	1406476	1406561	gene	+
SM2011_c01373	Chromosome	1407795	1409108	gene	-
SM2011_c06415	Chromosome	1409138	1409320	gene	+
SM2011_c01372	Chromosome	1409294	1409658	gene	-
SM2011_c01371	Chromosome	1409636	1410091	gene	+
SM2011_c01370	Chromosome	1410109	1411476	gene	+
SM2011_c06416	Chromosome	1411680	1411700	gene	+
SM2011_c06418	Chromosome	1411709	1411852	gene	+
SM2011_c06417	Chromosome	1411709	1411739	gene	-
SM2011_c07052	Chromosome	1411816	1411907	gene	-
SM2011_c01369	Chromosome	1411909	1412194	gene	-
SM2011_c01368	Chromosome	1412197	1413409	gene	-
SM2011_c01367	Chromosome	1413422	1414138	gene	-
SM2011_c06419	Chromosome	1413469	1413513	gene	+
SM2011_c01366	Chromosome	1414135	1414590	gene	-
SM2011_c01365	Chromosome	1414627	1416996	gene	-
SM2011_c06420	Chromosome	1415691	1415849	gene	+
SM2011_c01364	Chromosome	1416999	1419732	gene	-
SM2011_c01363	Chromosome	1419883	1421044	gene	-
SM2011_c01362	Chromosome	1421044	1421655	gene	-
SM2011_c01361	Chromosome	1421685	1422977	gene	-
SM2011_c01360	Chromosome	1422974	1423942	gene	-
SM2011_c06421	Chromosome	1423960	1424056	gene	+
SM2011_c01359	Chromosome	1424058	1425797	gene	+
SM2011_c01358	Chromosome	1425692	1426627	gene	-
SM2011_c01357	Chromosome	1426802	1426988	gene	+
SM2011_c01356	Chromosome	1426985	1427331	gene	+
SM2011_c01355	Chromosome	1427254	1427783	gene	-
SM2011_c01354	Chromosome	1427807	1428637	gene	+
SM2011_c01353	Chromosome	1428659	1428971	gene	+
SM2011_c01352	Chromosome	1429020	1430739	gene	+
SM2011_c01351	Chromosome	1430539	1431025	gene	-
SM2011_c01350	Chromosome	1431145	1432696	gene	+
SM2011_c01349	Chromosome	1432693	1433310	gene	+
SM2011_c01348	Chromosome	1433312	1433759	gene	+
SM2011_c01347	Chromosome	1433878	1434524	gene	+
SM2011_c01346	Chromosome	1434425	1435040	gene	-
SM2011_c01345	Chromosome	1435042	1436398	gene	-
SM2011_c06422	Chromosome	1435124	1435228	gene	+
SM2011_c01344	Chromosome	1436405	1436881	gene	-
SM2011_c01343	Chromosome	1436905	1437375	gene	-
SM2011_c01342	Chromosome	1437390	1438359	gene	-
SM2011_c01341	Chromosome	1438306	1438461	gene	-
SM2011_c01340	Chromosome	1438464	1439651	gene	+
SM2011_c06424	Chromosome	1439058	1439096	gene	-
SM2011_c01339	Chromosome	1439737	1440144	gene	+
SM2011_c01338	Chromosome	1440078	1440683	gene	+
SM2011_c01337	Chromosome	1441255	1441485	gene	-
SM2011_c01336	Chromosome	1441588	1444415	gene	-
SM2011_c06425	Chromosome	1444417	1444894	gene	-
SM2011_c01335	Chromosome	1445076	1446629	gene	+
SM2011_c01334	Chromosome	1446631	1449284	gene	+
SM2011_c06426	Chromosome	1449232	1449319	gene	-
SM2011_c01333	Chromosome	1449286	1450523	gene	+
SM2011_c07053	Chromosome	1450581	1450914	gene	+
SM2011_c06427	Chromosome	1450772	1450862	gene	-
SM2011_c01332	Chromosome	1450949	1451449	gene	-
SM2011_c01331	Chromosome	1451536	1452398	gene	-
SM2011_c01377	Chromosome	1452499	1452579	gene	+
SM2011_c04435	Chromosome	1452676	1453150	gene	-
SM2011_c01330	Chromosome	1453266	1454306	gene	-
SM2011_c01329	Chromosome	1454415	1455035	gene	+
SM2011_c06428	Chromosome	1455045	1455112	gene	+
SM2011_c06429	Chromosome	1455061	1455124	gene	-
SM2011_c01328	Chromosome	1455144	1455428	gene	+
SM2011_c01327	Chromosome	1455295	1456293	gene	-
SM2011_c06430	Chromosome	1456315	1456426	gene	+
SM2011_c06431	Chromosome	1456430	1456508	gene	+
SM2011_c01378	Chromosome	1456510	1456594	gene	+
SM2011_c01379	Chromosome	1456618	1456698	gene	+
SM2011_c06432	Chromosome	1456838	1456924	gene	-
SM2011_c01326	Chromosome	1456903	1458186	gene	+
SM2011_c01325	Chromosome	1458324	1459142	gene	+
SM2011_c01324	Chromosome	1459237	1460361	gene	+
SM2011_c06433	Chromosome	1460363	1460402	gene	+
SM2011_c01381	Chromosome	1460404	1460479	gene	+
SM2011_c01323	Chromosome	1460598	1460863	gene	+
SM2011_c01322	Chromosome	1460880	1461429	gene	+
SM2011_c01321	Chromosome	1461431	1462055	gene	+
SM2011_c01320	Chromosome	1462060	1462790	gene	+
SM2011_c01319	Chromosome	1462792	1463609	gene	+
SM2011_c01318	Chromosome	1463668	1464116	gene	+
SM2011_c06434	Chromosome	1464119	1464145	gene	+
SM2011_c01317	Chromosome	1464147	1468558	gene	+
SM2011_c06435	Chromosome	1464258	1464322	gene	-
SM2011_c01316	Chromosome	1468560	1473196	gene	+
SM2011_c06436	Chromosome	1471569	1471626	gene	-
SM2011_c01315	Chromosome	1473095	1473717	gene	-
SM2011_c06437	Chromosome	1473675	1473866	gene	+
SM2011_c01314	Chromosome	1473917	1474548	gene	+
SM2011_c06438	Chromosome	1473917	1473995	gene	-
SM2011_c01313	Chromosome	1474606	1475076	gene	+
SM2011_c01312	Chromosome	1475106	1477205	gene	+
SM2011_c06440	Chromosome	1476425	1476493	gene	-
SM2011_c01311	Chromosome	1477277	1478536	gene	+
SM2011_c01310	Chromosome	1478538	1478903	gene	+
SM2011_c01309	Chromosome	1479026	1479712	gene	+
SM2011_c01308	Chromosome	1479725	1480345	gene	+
SM2011_c06442	Chromosome	1480110	1480258	gene	-
SM2011_c01307	Chromosome	1480342	1480635	gene	+
SM2011_c01306	Chromosome	1480679	1481515	gene	+
SM2011_c06443	Chromosome	1481422	1481476	gene	-
SM2011_c01305	Chromosome	1481531	1481809	gene	+
SM2011_c06444	Chromosome	1481622	1481763	gene	-
SM2011_c01304	Chromosome	1481812	1482201	gene	+
SM2011_c01303	Chromosome	1482201	1482914	gene	+
SM2011_c01302	Chromosome	1482953	1483366	gene	+
SM2011_c01301	Chromosome	1483379	1483579	gene	+
SM2011_c01300	Chromosome	1483593	1483942	gene	+
SM2011_c01299	Chromosome	1483944	1484376	gene	+
SM2011_c01298	Chromosome	1484391	1484702	gene	+
SM2011_c01297	Chromosome	1484695	1485252	gene	+
SM2011_c06445	Chromosome	1485022	1485111	gene	-
SM2011_c06446	Chromosome	1485202	1485277	gene	-
SM2011_c01296	Chromosome	1485287	1485592	gene	+
SM2011_c01295	Chromosome	1485605	1486003	gene	+
SM2011_c01294	Chromosome	1486044	1486577	gene	+
SM2011_c01293	Chromosome	1486590	1486952	gene	+
SM2011_c01292	Chromosome	1487086	1487655	gene	+
SM2011_c01291	Chromosome	1487668	1487871	gene	+
SM2011_c01290	Chromosome	1487885	1488416	gene	+
SM2011_c01289	Chromosome	1488418	1489931	gene	+
SM2011_c06447	Chromosome	1489733	1489833	gene	-
SM2011_c01288	Chromosome	1489928	1490506	gene	+
SM2011_c01287	Chromosome	1490577	1491248	gene	+
SM2011_c06449	Chromosome	1490596	1490692	gene	-
SM2011_c06448	Chromosome	1490694	1490768	gene	+
SM2011_c06450	Chromosome	1491173	1491234	gene	-
SM2011_c01286	Chromosome	1491250	1491728	gene	+
SM2011_c06451	Chromosome	1491338	1491415	gene	-
SM2011_c01285	Chromosome	1491730	1492840	gene	+
SM2011_c01283	Chromosome	1492842	1493371	gene	+
SM2011_c07054	Chromosome	1493380	1493501	gene	+
SM2011_c01282	Chromosome	1493773	1494423	gene	-
SM2011_c01281	Chromosome	1494426	1495398	gene	-
SM2011_c01280	Chromosome	1495731	1497154	gene	+
SM2011_c01279	Chromosome	1497151	1498526	gene	+
SM2011_c06453	Chromosome	1497447	1497545	gene	-
SM2011_c01278	Chromosome	1498549	1498941	gene	+
SM2011_c07055	Chromosome	1498970	1499070	gene	-
SM2011_c01277	Chromosome	1499079	1499888	gene	-
SM2011_c01276	Chromosome	1499881	1500549	gene	-
SM2011_c01275	Chromosome	1500546	1501568	gene	-
SM2011_c01274	Chromosome	1501577	1501971	gene	-
SM2011_c01273	Chromosome	1501973	1502857	gene	-
SM2011_c01272	Chromosome	1502838	1503497	gene	-
SM2011_c01271	Chromosome	1503520	1503960	gene	-
SM2011_c01270	Chromosome	1504034	1505161	gene	-
SM2011_c01269	Chromosome	1505250	1505720	gene	-
SM2011_c06454	Chromosome	1505766	1505869	gene	+
SM2011_c01268	Chromosome	1505831	1506589	gene	-
SM2011_c01380	Chromosome	1506748	1506832	gene	+
SM2011_c01267	Chromosome	1507153	1509366	gene	+
SM2011_c01266	Chromosome	1509391	1510707	gene	+
SM2011_c01265	Chromosome	1510720	1512267	gene	+
SM2011_c01264	Chromosome	1512310	1512997	gene	-
SM2011_c01263	Chromosome	1513004	1513301	gene	-
SM2011_c01262	Chromosome	1513381	1513950	gene	-
SM2011_c07056	Chromosome	1513998	1514051	gene	+
SM2011_c01261	Chromosome	1514068	1515544	gene	+
SM2011_c01260	Chromosome	1515607	1516080	gene	+
SM2011_c01259	Chromosome	1516127	1516748	gene	-
SM2011_c01258	Chromosome	1516718	1517740	gene	-
SM2011_c06457	Chromosome	1517821	1517877	gene	+
SM2011_c01257	Chromosome	1517880	1518569	gene	-
SM2011_c06458	Chromosome	1518793	1519105	gene	+
SM2011_c01256	Chromosome	1519107	1520614	gene	+
SM2011_c06459	Chromosome	1520371	1520418	gene	-
SM2011_c00995	Chromosome	1520701	1521153	gene	+
SM2011_c07057	Chromosome	1521471	1521512	gene	+
SM2011_c01068	Chromosome	1521703	1522139	gene	-
SM2011_c00996	Chromosome	1522141	1523696	gene	-
SM2011_c00997	Chromosome	1523898	1524712	gene	-
SM2011_c06460	Chromosome	1524393	1524461	gene	+
SM2011_c00998	Chromosome	1524770	1525481	gene	-
SM2011_c07058	Chromosome	1526120	1526186	gene	+
SM2011_c00999	Chromosome	1526198	1526956	gene	-
SM2011_c01000	Chromosome	1526997	1527659	gene	-
SM2011_c06462	Chromosome	1527767	1527861	gene	+
SM2011_c01001	Chromosome	1527878	1528765	gene	+
SM2011_c01002	Chromosome	1528842	1529496	gene	+
SM2011_c01003	Chromosome	1529600	1531211	gene	-
SM2011_c06463	Chromosome	1530433	1530525	gene	+
SM2011_c01004	Chromosome	1531213	1531737	gene	-
SM2011_c01005	Chromosome	1531839	1532659	gene	-
SM2011_c01006	Chromosome	1532682	1533238	gene	+
SM2011_c01007	Chromosome	1533242	1533616	gene	+
SM2011_c01008	Chromosome	1533613	1534050	gene	+
SM2011_c01009	Chromosome	1534047	1534586	gene	+
SM2011_c01010	Chromosome	1534633	1537048	gene	+
SM2011_c06464	Chromosome	1535014	1535063	gene	-
SM2011_c01011	Chromosome	1536730	1537952	gene	-
SM2011_c01012	Chromosome	1537924	1538565	gene	+
SM2011_c01013	Chromosome	1538565	1539167	gene	+
SM2011_c01014	Chromosome	1539176	1539956	gene	-
SM2011_c01015	Chromosome	1539927	1541092	gene	+
SM2011_c01016	Chromosome	1541108	1541568	gene	-
SM2011_c01017	Chromosome	1541727	1542236	gene	+
SM2011_c01018	Chromosome	1542253	1544397	gene	-
SM2011_c06465	Chromosome	1544399	1544491	gene	-
SM2011_c01019	Chromosome	1544538	1545441	gene	+
SM2011_c01020	Chromosome	1545470	1546795	gene	+
SM2011_c06466	Chromosome	1546185	1546260	gene	-
SM2011_c01021	Chromosome	1546792	1547397	gene	-
SM2011_c01022	Chromosome	1547394	1548068	gene	-
SM2011_c01023	Chromosome	1548247	1549095	gene	+
SM2011_c01024	Chromosome	1549097	1549786	gene	+
SM2011_c01025	Chromosome	1549798	1551487	gene	+
SM2011_c01026	Chromosome	1551558	1552472	gene	+
SM2011_c01027	Chromosome	1552472	1553314	gene	+
SM2011_c01028	Chromosome	1553449	1554940	gene	+
SM2011_c06467	Chromosome	1555191	1555272	gene	+
SM2011_c01029	Chromosome	1555408	1555922	gene	+
SM2011_c01030	Chromosome	1555924	1556995	gene	+
SM2011_c06468	Chromosome	1556654	1556716	gene	-
SM2011_c01031	Chromosome	1557013	1558395	gene	+
SM2011_c01032	Chromosome	1558408	1559751	gene	+
SM2011_c01033	Chromosome	1559808	1560449	gene	+
SM2011_c01034	Chromosome	1560446	1561033	gene	+
SM2011_c01035	Chromosome	1561051	1562544	gene	+
SM2011_c01036	Chromosome	1562546	1562884	gene	+
SM2011_c01037	Chromosome	1562905	1564101	gene	+
SM2011_c04865	Chromosome	1564039	1564875	gene	-
SM2011_c01038	Chromosome	1564481	1565402	gene	+
SM2011_c01039	Chromosome	1565390	1565887	gene	-
SM2011_c01040	Chromosome	1565868	1567133	gene	-
SM2011_c01041	Chromosome	1567239	1568277	gene	+
SM2011_c01042	Chromosome	1568274	1569422	gene	+
SM2011_c06469	Chromosome	1568807	1568893	gene	-
SM2011_c01043	Chromosome	1569419	1570873	gene	+
SM2011_c01044	Chromosome	1570905	1573368	gene	+
SM2011_c06470	Chromosome	1573024	1573200	gene	-
SM2011_c01045	Chromosome	1573358	1574722	gene	+
SM2011_c01046	Chromosome	1574777	1576153	gene	+
SM2011_c01047	Chromosome	1576165	1577038	gene	+
SM2011_c06471	Chromosome	1576866	1576962	gene	-
SM2011_c01048	Chromosome	1577040	1577371	gene	+
SM2011_c01049	Chromosome	1577378	1579059	gene	+
SM2011_c06472	Chromosome	1578839	1578902	gene	-
SM2011_c01050	Chromosome	1579043	1580261	gene	-
SM2011_c06473	Chromosome	1581005	1581072	gene	-
SM2011_c07059	Chromosome	1581460	1581573	gene	-
SM2011_c01051	Chromosome	1581614	1582447	gene	-
SM2011_c01052	Chromosome	1582451	1583058	gene	-
